XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
369.0000,2735.15,2660.08,2608.69,2581.89,2537.42,2499.27,2465.06,2426.3,2393.1,2358.07,2323.33
369.5000,2720.46,2645.28,2593.92,2566.99,2523.32,2485.82,2451.25,2412.89,2379.87,2345.21,2310.92
370.0000,2702.81,2627.87,2577.31,2550.34,2507.05,2469.72,2436.34,2397.94,2364.95,2329.89,2296.49
370.5000,2686.46,2612.5,2562.06,2535.56,2491.92,2454.76,2421.05,2384.54,2351.3,2316.15,2283.05
371.0000,2667.04,2592.73,2543.16,2515.98,2473.6,2435.84,2402.7,2367.59,2333.69,2298.8,2266.67
371.5000,2647.41,2574.63,2525.62,2497.63,2456.09,2419.41,2385.97,2350.72,2317.05,2282.6,2251.11
372.0000,2629.81,2557.36,2508.3,2481.07,2440.31,2403.3,2370.56,2335.49,2301.06,2267.22,2236.35
372.5000,2609.22,2537.76,2490.23,2461.72,2422.21,2385.87,2351.9,2317.89,2284.26,2250.86,2219.02
373.0000,2590.49,2518.83,2472.36,2444.5,2404.67,2368.78,2335.53,2301.66,2268.28,2235,2203.85
373.5000,2567.62,2497.78,2450.8,2422.8,2383.49,2347.91,2314.92,2281.17,2248.25,2215.28,2183.75
374.0000,2546.35,2476.54,2430.22,2402.79,2363.29,2328.52,2295.24,2262.03,2229.89,2197.4,2164.91
374.5000,2526.4,2457.42,2411.6,2384.12,2344.27,2310.24,2276.93,2244.77,2212.08,2180.63,2147.47
375.0000,2503.61,2435.14,2390.04,2363.64,2324.34,2290.04,2257.56,2225.06,2193.38,2161.92,2128.93
375.5000,2483.35,2415.25,2371.07,2343.87,2304.87,2270.84,2239.14,2206.51,2175.02,2144.81,2112.62
376.0000,2457.44,2391.34,2346.71,2319.88,2282.43,2247.53,2215.74,2184.16,2153.19,2122.62,2090.42
376.5000,2434.36,2368.17,2324.05,2297.48,2260.07,2225.84,2194.31,2163.59,2132.33,2102.21,2070.13
377.0000,2411.64,2347.1,2303.12,2276.85,2239.98,2205.71,2175.2,2144.74,2112.95,2083.44,2051.49
377.5000,2387.48,2323.02,2279.43,2253.78,2217.22,2183.25,2153.47,2123.14,2092.23,2062.85,2031.55
378.0000,2365.32,2301.01,2257.17,2232.21,2196.26,2162.17,2134.51,2103.67,2073.05,2044.13,2012.98
378.5000,2337.84,2274.3,2231.37,2206.44,2171.34,2137.36,2109.92,2079.38,2048.54,2021.23,1989.65
379.0000,2312.26,2250.5,2206.59,2183.16,2147.29,2115.05,2087.55,2057.79,2026.7,2000.25,1968.19
379.5000,2289,2228.36,2185.24,2161.43,2126.36,2094.41,2066.95,2037.52,2006.39,1981.13,1948.66
380.0000,2264.18,2203.54,2160.56,2137.03,2102.63,2071.87,2043.43,2014.79,1984.37,1959.41,1927.29
380.5000,2240.84,2180.6,2138.37,2115.05,2080.76,2050.91,2022.64,1994.44,1964.03,1938.39,1907.51
381.0000,2213.06,2152.47,2111.81,2087.8,2054.07,2023.67,1997.63,1970.21,1939.44,1913.28,1883.12
381.5000,2186.48,2127.1,2087.21,2063.42,2030.38,1999.65,1973.65,1947.29,1917.57,1890.56,1860.78
382.0000,2163.09,2103.55,2064.64,2041.25,2008.35,1978.05,1951.73,1926.39,1896.68,1869.9,1841.06
382.5000,2136.91,2078.4,2039.05,2016.58,1983.89,1954.54,1928.52,1902.87,1873.79,1847.6,1818.68
383.0000,2113.44,2055.34,2016.22,1993.61,1960.75,1932.72,1907.23,1882.12,1852.64,1826.87,1798.18
383.5000,2084.52,2028.16,1988.52,1966.13,1934.39,1906.35,1881.8,1856.4,1827.49,1802.65,1773.51
384.0000,2057.81,2002.37,1963.14,1940.82,1910.08,1881.75,1858.17,1832.82,1804,1779.22,1750.99
384.5000,2033.19,1978.85,1939.88,1917.8,1887.59,1860.04,1836.48,1811.27,1783.16,1758.69,1730.65
385.0000,2006.65,1952.36,1915.03,1892.47,1863.19,1834.83,1812.96,1787.74,1759.25,1735.01,1708.05
385.5000,1982.8,1928.7,1892.29,1869.13,1840.79,1812.35,1791.1,1765.97,1737.17,1714.6,1687.64
386.0000,1953.2,1900.5,1865.14,1841.83,1813.68,1786.09,1764.47,1740.02,1712.28,1689.6,1662.82
386.5000,1926.7,1874.24,1839.37,1815.52,1788.35,1761.93,1740.62,1716.45,1689.58,1666.74,1641.13
387.0000,1902.27,1850.63,1815.86,1791.77,1765.41,1739.46,1719.09,1695.41,1668.94,1646.11,1620.96
387.5000,1876.1,1824.72,1790.41,1766.8,1740.3,1715.31,1694.94,1671.84,1645.88,1623.97,1598.54
388.0000,1852.19,1801.83,1767.71,1744.59,1717.55,1693.35,1672.68,1650.63,1624.97,1603.3,1577.92
388.5000,1822.71,1773.96,1740.76,1717.95,1691.2,1667.42,1646.61,1624.61,1600.13,1579.46,1553.48
389.0000,1796.44,1748.26,1715.72,1693.5,1667.68,1643.37,1623.55,1600.78,1577.08,1556.93,1530.88
389.5000,1772.46,1724.83,1692.52,1671.05,1645.42,1621.47,1601.88,1579.1,1555.9,1536.42,1510.87
390.0000,1743.41,1697.44,1664.82,1643.76,1618.24,1595.11,1576.51,1554.21,1531.1,1512.38,1486.93
390.5000,1722.24,1676.63,1644.06,1623.72,1598.56,1575.72,1557.88,1534.8,1512.29,1494.04,1469.16
391.0000,1693.44,1648.79,1616.84,1596.36,1572.02,1550.5,1532.07,1509.82,1487.71,1470.46,1445.48
391.5000,1667.6,1623.17,1592.89,1572.74,1548.04,1527.04,1509.2,1486.67,1465.52,1448.56,1424.15
392.0000,1644.51,1600.51,1570.57,1551.09,1526.09,1505.15,1488.34,1465.97,1445.41,1428.51,1404.73
392.5000,1616.58,1573.32,1543.9,1524.92,1500.37,1478.95,1463.39,1441.57,1420.53,1404.26,1381.14
393.0000,1596.37,1553.93,1523.94,1505.3,1480.68,1460.38,1444.65,1423.15,1403.19,1386.47,1363.89
393.5000,1569.57,1526.81,1497.33,1479.58,1455.88,1435.7,1419.66,1398.82,1379.53,1363.05,1339.92
394.0000,1544.91,1501.93,1474.04,1455.89,1432.88,1413.31,1397.51,1376.82,1357.91,1342.12,1319.35
394.5000,1522.63,1479.94,1452.32,1434.64,1411.87,1393.44,1377.45,1356.91,1338.58,1322.99,1300.31
395.0000,1495.38,1453.53,1426.43,1410.05,1387.18,1369.26,1352.86,1333.09,1314.6,1299.36,1277.36
395.5000,1471.02,1429.86,1403.56,1387.85,1364.33,1347.02,1330.93,1311.46,1293.88,1277.91,1256.38
396.0000,1449.28,1408.85,1383.27,1367.76,1344.33,1327.14,1311.45,1292.02,1275.21,1259.02,1237.54
396.5000,1423.48,1383.48,1358.65,1342.99,1320.53,1302.85,1287.78,1268.41,1252.81,1236.5,1215.7
397.0000,1404.16,1364.56,1340.98,1324.5,1302.82,1284.79,1269.82,1250.92,1236.38,1219.85,1199.72
397.5000,1378.33,1339.13,1316.28,1300.35,1278.98,1261.49,1246.28,1227.93,1213.63,1197.96,1177.4
398.0000,1355.14,1316.85,1294.6,1277.57,1257.97,1240.07,1225.59,1207.02,1193.29,1178.4,1157.94
398.5000,1333.8,1296.73,1274.68,1257.6,1238.66,1222.44,1206.2,1187.95,1174.72,1161.13,1140.46
399.0000,1308.26,1272.72,1250.95,1234.75,1215.75,1200.23,1184.11,1166.28,1152.97,1140.05,1119.54
399.5000,1286.02,1250.31,1229.63,1213.29,1194.7,1179.35,1164.1,1146.43,1133.57,1120.83,1100.91
400.0000,1265.66,1230.93,1210.29,1194.24,1175.95,1160.39,1146.17,1128.29,1115.89,1103.01,1083.88
400.5000,1245.41,1211,1191.07,1175.4,1157.55,1141.88,1127.68,1110.4,1098.17,1085.55,1067.18
401.0000,1223.28,1189.34,1170.47,1154.72,1137.3,1122.06,1107.05,1091,1079.1,1066.51,1048.75
401.5000,1199.82,1166.12,1148.12,1132.24,1115.56,1100.5,1086.44,1070.06,1059.2,1045.66,1029.1
402.0000,1178.66,1145.28,1128.27,1112.21,1095.46,1081.19,1067.17,1051.34,1040.46,1027.17,1011.01
402.5000,1159.3,1126.45,1110.05,1094.08,1077.58,1064.18,1049.9,1034.33,1023.98,1010.88,994.664
403.0000,1136.18,1104.26,1087.92,1073.18,1057,1043.57,1029.58,1014.19,1004.42,991.092,975.484
403.5000,1115.79,1084.1,1068.19,1053.5,1038.39,1024.52,1011.17,995.908,986.396,973.613,958.59
404.0000,1097.83,1066.25,1050.5,1036.44,1021.61,1007.44,994.361,979.525,970.201,957.638,942.89
404.5000,1079.56,1048.76,1033,1019.68,1005.16,990.726,977.55,963.273,953.78,941.969,927.771
405.0000,1059.29,1029.52,1014.1,1001.5,987.153,973,959.492,945.692,936.066,925.039,911.269
405.5000,1037.95,1008.69,993.74,980.622,968.013,953.869,940.487,926.91,917.212,906.155,892.942
406.0000,1020.32,991.845,976.554,963.892,951.963,937.833,925.086,911.048,902.006,890.745,878.029
406.5000,1001.19,973.408,957.736,945.552,934.038,920.403,908.155,894.164,885.265,874.376,862.355
407.0000,981.078,953.518,938.563,925.875,914.894,901.748,889.312,876.478,867.614,856.535,845.67
407.5000,962.219,935.463,921.166,908.482,897.875,884.96,872.678,860.428,851.534,840.682,830.155
408.0000,945.462,919.448,905.56,892.88,882.901,869.896,857.242,846.011,837.007,826.191,815.845
408.5000,925.977,900.633,886.932,874.864,865.174,851.737,839.615,828.867,820.369,808.957,799.445
409.0000,911.641,886.374,872.902,861.182,851.511,837.942,826.619,816.069,807.556,796.469,787.422
409.5000,892.6,867.91,854.606,843.114,833.908,821.204,809.541,798.666,790.662,780.007,771.008
410.0000,876.985,852.86,839.67,828.335,819.896,806.889,795.186,785.053,777.459,766.595,757.746
410.5000,859.942,836.542,823.541,812.172,804.277,791.315,780.117,769.952,762.645,752.158,743.053
411.0000,841.454,819.141,806.339,794.762,787.64,774.786,763.629,753.593,746.455,736.555,728.155
411.5000,826.642,804.606,791.997,781.223,773.942,761.403,750.205,740.603,733.799,723.818,715.504
412.0000,810.07,789.058,776.906,766.298,759.429,746.623,735.577,726.644,719.551,709.497,701.6
412.5000,793.163,772.389,760.717,749.908,743.053,730.981,720.225,711.368,704.628,694.771,687.273
413.0000,777.534,756.928,745.556,735.004,729.157,716.902,706.347,697.738,690.469,681.516,674.068
413.5000,763.452,743.051,732.067,721.362,715.968,704.286,693.467,685.3,678.091,669.205,662.35
414.0000,746.721,726.581,716.22,706.047,700.296,689.359,678.683,670.551,663.575,654.86,647.995
414.5000,734.743,715.075,703.977,694.567,689.109,678.278,668.03,659.748,652.695,644.265,637.574
415.0000,719.094,699.677,688.523,679.928,674.721,663.975,653.755,645.982,638.905,630.477,623.93
415.5000,705.928,686.895,675.695,668.073,662.287,651.984,642.029,634.56,627.283,619.196,612.693
