XYDATA,BFII_nolipid-no_12-15-25-1,BFII_nolipid-no_12-15-25-2,BFII_nolipid-no_12-15-25-3,BFII_nolipid-no_12-15-25-4,BFII_nolipid-no_12-15-25-5,BFII_nolipid-no_12-15-25-6,BFII_nolipid-no_12-15-25-7,BFII_nolipid-no_12-15-25-8,BFII_nolipid-no_12-15-25-9,BFII_nolipid-no_12-15-25-10,BFII_nolipid-no_12-15-25-11
417.5000,496.788,470.986,378.378,420.641,431.346,431.664,428.76,423.414,417.828,414.251,412.811
418.0000,485.277,460.431,369.738,410.807,421.331,421.603,419.096,413.334,408.247,404.753,403.173
418.5000,475.773,451.721,362.458,403.131,413.453,413.299,411.354,405.206,400.424,396.797,395.366
419.0000,465.607,442.562,354.54,394.709,404.502,404.6,402.638,396.668,391.977,388.141,387.007
419.5000,454.806,432.41,346.496,385.496,394.595,395.134,393.522,387.673,383.348,379.466,378.135
420.0000,445.045,423.545,339.044,377.244,386.304,386.688,385.119,379.231,375.198,371.458,370.171
420.5000,436.493,415.254,332.365,369.933,379.137,379.212,377.648,371.853,368.1,364.362,362.949
421.0000,426.481,405.288,324.935,361.58,370.246,369.857,368.892,363.132,359.805,355.802,354.615
421.5000,418.965,398.189,319.275,355.441,363.819,363.484,362.377,356.759,353.556,349.511,348.28
422.0000,409.169,388.778,311.571,347.3,355.038,355.134,353.969,348.296,345.529,341.463,340.106
422.5000,399.557,379.683,304.078,338.896,346.478,346.589,345.502,339.912,337.475,333.423,331.936
423.0000,392.291,373.255,298.918,333.061,340.533,340.624,339.694,333.975,331.583,327.513,325.984
423.5000,383.214,364.386,292,325.218,332.642,332.505,331.809,326.096,323.683,320.027,318.4
424.0000,375.052,357.152,286.222,319.131,326.29,325.804,325.379,319.595,317.373,313.646,312.432
424.5000,366.697,349.355,280.001,312.244,319.548,318.856,318.15,312.498,310.871,307.313,305.582
425.0000,357.71,341.298,273.304,305.078,311.811,311.24,310.523,305.285,303.412,300.224,298.615
425.5000,350.43,334.67,267.628,298.775,305.766,305.01,304.427,299.255,297.488,294.275,292.804
426.0000,342.693,327.619,261.784,292.082,299.349,298.466,297.65,292.683,291.221,287.818,286.479
426.5000,334.238,319.764,255.476,285.109,292.279,291.618,290.429,285.727,284.548,280.863,279.713
427.0000,327.583,313.236,250.509,279.407,286.536,285.898,284.87,280.171,278.493,275.219,274.279
427.5000,320.464,306.384,244.988,273.223,280.429,279.512,278.811,273.937,272.287,268.773,268.319
428.0000,312.655,299.107,239.073,266.852,273.691,272.842,272.49,267.44,265.612,262.495,261.86
428.5000,306.302,292.858,234.35,261.582,268.557,267.183,266.978,262.07,260.235,257.211,256.53
429.0000,299.577,286.433,229.137,255.594,262.695,261.508,261.071,256.168,254.405,251.497,250.863
429.5000,292.253,279.601,223.546,249.211,256.557,255.182,255.084,249.998,248.55,245.407,244.656
430.0000,286.537,273.975,219.182,244.187,251.275,249.867,249.936,244.972,243.765,240.551,239.773
430.5000,280.058,267.892,214.541,238.507,245.904,244.105,244.099,239.587,238.379,235.378,234.641
431.0000,273.64,261.238,209.438,232.524,239.82,238.253,238.189,233.796,232.586,230.097,229.016
431.5000,268.101,256.051,205.299,227.897,235.146,233.318,233.583,229.071,227.89,225.364,224.568
432.0000,262.215,250.416,200.974,223.112,230.004,228.067,228.255,224.084,223.045,220.349,219.62
432.5000,256.098,244.203,196.014,217.765,224.285,222.507,222.684,218.584,217.601,215.275,213.909
433.0000,250.749,239.358,191.98,213.629,219.563,218.097,218.262,213.911,213.128,211.092,209.86
433.5000,245.221,234.03,187.657,208.93,214.395,213.094,213.494,208.783,208.106,206.087,205.17
434.0000,239.427,228.179,183.202,203.869,209.138,207.911,207.996,203.966,203.221,201.244,200.131
434.5000,234.367,223.46,179.368,199.688,204.923,203.702,203.614,199.709,199.186,196.928,196.218
435.0000,229.139,218.402,175.3,195.25,200.209,199.314,198.801,195.218,194.87,192.193,191.903
435.5000,223.376,212.665,170.848,190.652,195.399,194.655,194.079,190.548,190.121,187.473,187.616
436.0000,218.657,208.324,167.324,186.767,191.222,190.653,189.839,186.88,186.107,183.671,183.853
436.5000,213.821,203.505,163.735,182.665,187.009,186.438,185.408,182.909,181.963,179.705,179.782
437.0000,208.489,198.506,159.979,178.212,182.475,182.012,180.659,178.292,177.376,175.177,175.533
437.5000,204.253,194.323,156.768,174.849,178.584,178.455,176.979,174.651,173.749,171.615,172.055
438.0000,199.724,189.92,153.154,170.888,174.336,174.232,173.138,170.683,169.874,167.585,168.023
438.5000,194.717,184.976,149.273,166.609,170.122,169.937,168.793,166.739,165.611,163.362,163.957
439.0000,190.645,181.193,146.11,163.2,166.712,166.499,165.197,163.317,162.195,160.005,160.558
439.5000,186.332,177.085,142.834,159.492,163.022,162.471,161.317,159.731,158.506,156.291,157.085
440.0000,181.485,172.638,139.246,155.478,159.106,158.43,157.58,155.683,154.51,152.613,153.128
440.5000,177.755,168.968,136.206,152.296,155.788,155.154,154.387,152.583,151.356,149.528,150.149
441.0000,173.762,165.026,133.203,148.814,152.253,151.571,150.791,149.066,148.087,146.301,146.691
441.5000,169.517,161.176,130.036,144.989,148.468,147.747,147.112,145.332,144.531,142.68,142.865
442.0000,166.005,157.955,127.419,142.021,145.35,144.759,144.149,142.266,141.459,139.696,139.954
442.5000,162.352,154.45,124.505,138.749,141.975,141.554,140.887,138.955,138.125,136.455,136.762
443.0000,158.451,150.64,121.575,135.505,138.349,138.117,137.49,135.58,134.56,133.139,133.465
443.5000,155.132,147.298,119.112,132.79,135.439,135.273,134.597,132.662,131.74,130.591,130.59
444.0000,151.162,143.753,116.298,129.621,132.127,131.879,131.378,129.538,128.424,127.629,127.469
444.5000,147.441,140.446,113.583,126.598,128.823,128.661,128.078,126.588,125.356,124.698,124.391
445.0000,143.807,137.008,110.696,123.455,125.63,125.626,124.782,123.405,122.263,121.738,121.373
445.5000,140.596,134.094,108.544,120.86,123.083,123.208,122.188,120.91,119.78,119.179,118.906
446.0000,137.233,131.085,106.287,118.082,120.134,120.58,119.503,118.186,117.028,116.547,116.22
446.5000,133.714,127.564,103.636,115.195,117.028,117.484,116.458,115.174,114.303,113.706,113.274
447.0000,130.934,124.868,101.655,112.824,114.447,115.191,113.936,112.764,111.961,111.534,110.914
447.5000,127.982,121.99,99.4598,110.174,111.688,112.744,111.342,110.305,109.358,109.051,108.368
448.0000,124.859,118.855,96.9078,107.6,108.549,109.983,108.616,107.428,106.734,106.222,105.567
448.5000,122.189,116.192,94.9867,105.416,106.332,107.804,106.498,105.342,104.439,103.887,103.366
449.0000,119.27,113.432,92.8472,103.109,103.854,105.437,104.086,102.924,102.059,101.528,101.029
449.5000,116.234,110.541,90.4382,100.603,101.27,102.956,101.481,100.298,99.316,98.9811,98.6098
450.0000,113.895,108.279,88.6248,98.4878,99.1517,101.014,99.3205,98.2301,97.2914,96.9172,96.751
