XYDATA,BFII_lipid-000_12-15-25-1,BFII_lipid-004_12-15-25-1,BFII_lipid-008_12-15-25-1,BFII_lipid-012_12-15-25-1,BFII_lipid-016_12-15-25-1,BFII_lipid-020_12-15-25-1,BFII_lipid-024_12-15-25-1,BFII_lipid-028_12-15-25-1,BFII_lipid-032_12-15-25-1,BFII_lipid-036_12-15-25-1,BFII_lipid-040_12-15-25-1
336.5000,1888.63,1838.53,1832.3,1665.41,1735.24,1747.25,1740.98,1735.14,1729.83,1717.4,1697.52
337.0000,1916.88,1864.83,1858,1687.3,1758.37,1768.73,1761.97,1754.76,1748.63,1735.68,1714.32
337.5000,1946.85,1892.2,1884.21,1710.54,1781.99,1791.47,1783.77,1775.43,1768.78,1754.03,1732.34
338.0000,1968.56,1912.48,1904.38,1727.35,1799.39,1807.91,1799.49,1790.48,1783.34,1767.52,1744.9
338.5000,1997.02,1939.23,1930.14,1749.09,1821.88,1829.06,1819.41,1809.89,1801.59,1784.93,1761.45
339.0000,2019.84,1960.46,1951.83,1766.37,1839.68,1846.37,1835.71,1825.07,1815.83,1799.21,1774.36
339.5000,2044.06,1983.34,1974.22,1785.41,1858.59,1864.17,1852.9,1841.35,1831.53,1814.27,1788.54
340.0000,2066.06,2003.78,1993.78,1801.67,1875.34,1879.97,1868.12,1855.65,1844.8,1827.03,1800.36
340.5000,2089.58,2024.82,2013.76,1819.62,1893.48,1897.49,1883.73,1870.91,1858.78,1839.95,1813.58
341.0000,2109.71,2043.27,2031.92,1834.95,1908.7,1911.67,1897.52,1884.73,1871.88,1852.06,1824.01
341.5000,2131.66,2062.79,2051.27,1851.49,1925.16,1926.72,1912.5,1899.27,1885.01,1864.96,1835.5
342.0000,2154.08,2084.82,2071.78,1868.7,1942.78,1943.4,1927.68,1913.5,1898.47,1877.52,1847.74
342.5000,2169.73,2099.99,2086.27,1880.39,1955.27,1954.56,1938.37,1923.36,1908.46,1886.75,1855.79
343.0000,2190.89,2119.43,2105.21,1896.44,1972.16,1969.94,1951.9,1937.03,1920.98,1898.1,1866.44
343.5000,2207.06,2135.12,2119.47,1908.5,1984.3,1981.68,1963.36,1947.56,1930.73,1906.35,1875.35
344.0000,2225.27,2151.27,2134.74,1921.61,1997.77,1994.16,1975.34,1958.08,1941.28,1915.54,1884.55
344.5000,2241.19,2165.28,2148.57,1932.51,2008.76,2004.99,1984.83,1967.09,1949.48,1922.96,1891.64
345.0000,2257.16,2179.92,2162.58,1944.13,2020.42,2015.62,1994.53,1976.76,1958.2,1930.74,1898.57
345.5000,2270.49,2192.85,2174.88,1954.3,2030.07,2024.69,2003.07,1984.74,1965.04,1937.67,1903.89
