XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
416.0000,595.482,593.319,588.167,582.243,572.028,566.039,565.3,560.851,559.353,553.777,543.19
416.5000,582.006,579.715,574.969,568.964,559.216,552.922,552.611,548.427,546.77,540.784,530.818
417.0000,570.858,568.697,563.996,558.281,548.587,542.476,542.333,538.244,536.397,530.375,521.182
417.5000,558.831,556.841,552.293,546.537,537.367,531.258,531.049,527.236,525.136,518.773,510.341
418.0000,546.296,543.977,539.495,533.576,524.843,519.175,518.661,515.042,512.989,507.519,498.429
418.5000,535.622,533.315,528.95,523.46,514.893,509.236,508.473,505.26,503.316,497.878,488.873
419.0000,523.824,521.858,517.5,512.337,504.101,498.555,497.475,494.587,492.451,487.275,478.413
419.5000,511.822,509.714,505.79,500.38,492.436,486.676,486.488,482.828,481.512,475.54,467.5
420.0000,500.573,498.919,495.075,489.7,481.587,476.361,475.908,472.649,471.283,465.329,457.923
420.5000,490.65,489.502,485.359,480.204,471.947,467.111,467.012,463.21,462.015,456.024,449.022
421.0000,478.846,478.106,474,469.314,461.246,456.31,456.064,452.811,451.375,445.435,438.216
421.5000,470.309,469.654,465.495,461.169,453.059,448.508,448.234,445.183,443.406,437.857,430.597
422.0000,459.149,458.834,454.63,450.802,442.425,437.871,437.613,434.769,432.627,427.634,420.573
422.5000,448.684,448.014,443.648,440.485,431.917,427.656,427.513,424.136,422.557,417.803,410.71
423.0000,440.591,439.976,435.725,432.741,424.176,420.096,419.849,416.61,415.043,410.573,403.538
423.5000,429.984,429.321,425.328,422.946,414.679,410.465,410.321,406.832,405.444,400.559,394.107
424.0000,421.48,421.134,416.916,414.479,406.12,402.733,402.421,398.736,397.329,392.746,386.353
424.5000,412.046,412.084,407.571,405.234,397.104,393.992,393.526,389.966,388.607,384.104,378.125
425.0000,402.059,402.5,397.552,395.803,387.351,384.511,384.27,380.706,379.641,375.11,369.276
425.5000,394.36,394.479,389.802,387.67,379.854,376.89,376.61,373.352,372.177,367.472,361.728
426.0000,385.618,385.945,381.469,379.283,371.456,368.628,368.323,365.103,364.247,359.33,353.913
426.5000,376.563,377.032,372.116,370.072,362.572,359.524,359.775,356.41,355.431,350.642,345.628
427.0000,368.775,369.702,365.041,362.968,355.297,352.338,352.582,349.414,348.387,343.715,338.564
427.5000,360.697,361.522,357.046,355.163,347.687,344.686,344.55,341.838,340.729,336.32,331.229
428.0000,351.84,353.145,348.519,346.589,339.258,336.241,336.365,333.411,332.601,328.064,323.403
428.5000,344.739,345.967,341.759,339.475,332.535,329.378,329.841,326.987,325.57,321.516,316.973
429.0000,337.241,338.235,334.365,332.173,324.969,321.984,322.511,319.657,318.183,314.468,309.888
429.5000,329.299,329.607,326.495,324.586,317.021,314.048,314.751,311.94,310.37,306.855,302.504
430.0000,322.477,322.801,319.894,318.118,310.452,307.67,308.491,306.016,304.33,300.51,296.482
430.5000,315.256,315.603,312.737,310.833,303.342,300.8,301.639,299.291,297.667,293.798,289.892
431.0000,307.698,308,304.878,303.334,296.036,293.769,294.262,292.032,290.286,286.582,283.168
431.5000,301.249,301.73,298.588,297.142,290.01,287.709,288.227,285.971,284.342,280.776,277.419
432.0000,294.377,295.198,291.815,290.857,283.337,281.28,281.67,279.546,277.929,274.489,271.103
432.5000,287.037,287.795,284.792,283.977,276.48,274.599,274.974,272.444,271.354,267.885,264.61
433.0000,281.208,282.128,278.778,277.828,270.816,269.16,269.342,266.846,265.79,262.421,259.251
433.5000,274.719,275.77,272.507,271.672,264.98,263.146,263.259,260.903,259.702,256.412,253.411
434.0000,267.993,268.885,265.548,265.094,258.353,256.621,256.832,254.279,253.724,250.425,247.439
434.5000,262.475,263.284,260.201,259.771,253.049,251.234,251.501,249.255,248.629,245.516,242.25
435.0000,256.496,257.356,254.008,253.755,247.143,245.244,245.765,243.578,243.083,239.994,236.954
435.5000,250.09,250.875,247.852,247.574,241.161,238.904,239.755,237.657,237.264,233.753,231.576
436.0000,244.94,245.891,242.857,242.39,236.237,234.085,234.904,232.738,232.23,229.081,226.837
436.5000,239.472,240.361,237.429,237.075,230.815,228.554,229.651,227.478,226.923,224.106,221.757
437.0000,233.449,234.322,231.446,231.348,224.912,223.052,223.872,222.234,221.026,218.485,216.526
437.5000,228.588,229.324,226.6,226.431,220.389,218.47,219.236,217.668,216.392,214.095,211.928
438.0000,223.56,223.837,221.288,221.232,215.477,213.734,214.458,212.757,211.434,209.322,206.87
438.5000,218.135,218.347,215.733,216.017,209.793,208.53,209.133,207.551,206.257,204.357,201.762
439.0000,213.634,213.885,211.327,211.384,205.451,204.001,204.936,203.095,202.037,200.261,197.509
439.5000,208.773,209.165,206.583,206.577,200.803,199.418,200.357,198.751,197.762,195.512,192.909
440.0000,203.672,204,201.669,201.264,195.838,194.323,195.366,194.176,192.948,190.761,188.2
440.5000,199.59,199.888,197.437,196.957,191.627,190.23,191.181,190.27,188.951,186.794,184.38
441.0000,195.13,195.442,192.904,192.543,187.148,185.757,186.583,185.908,184.467,182.465,180.24
441.5000,190.172,190.491,187.919,187.926,182.757,180.93,181.946,181.157,179.86,177.894,175.836
442.0000,186.319,186.361,183.941,183.917,178.99,177.133,178.21,177.289,176.303,174.216,172.186
442.5000,182.09,181.916,179.771,179.46,174.797,172.999,174.091,173.441,172.226,170.064,168.427
443.0000,177.41,177.461,175.126,175.109,170.487,168.703,169.663,168.958,168,165.743,164.514
443.5000,173.671,173.754,171.329,171.385,166.998,165.34,166.19,165.303,164.508,162.326,161.183
444.0000,169.419,169.367,167.146,167.258,162.855,161.512,162.182,161.253,160.516,158.473,157.318
444.5000,165.44,164.991,162.992,163.208,158.933,157.493,158.265,157.293,156.512,154.721,153.546
445.0000,161.35,160.901,158.944,158.994,154.876,153.609,154.37,153.329,152.486,150.779,149.895
445.5000,157.95,157.437,155.496,155.784,151.577,150.473,151.055,150.141,149.261,147.56,146.886
446.0000,154.459,153.777,151.651,152.364,148.026,147.03,147.539,146.718,146.073,144.155,143.46
446.5000,150.537,149.804,147.685,148.37,144.563,143.335,143.714,142.969,142.25,140.319,139.863
447.0000,147.296,146.512,144.633,145.06,141.55,140.348,140.694,139.766,139.329,137.258,136.959
447.5000,143.787,143.207,141.08,141.671,138.446,137.085,137.327,136.423,136.112,134.091,133.96
448.0000,140.084,139.513,137.602,138.174,134.921,133.617,133.938,133,132.846,130.884,130.69
448.5000,136.973,136.575,134.751,135.13,132.036,130.796,131.137,130.366,130.203,128.168,128.059
449.0000,133.826,133.386,131.719,131.962,128.881,127.807,128.144,127.427,127.258,125.16,125.094
449.5000,130.387,129.935,128.342,128.569,125.853,124.645,124.802,124.183,123.942,121.94,121.949
450.0000,127.711,127.159,125.708,125.742,123.108,121.955,122.329,121.785,121.277,119.649,119.136
