XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
384.0000,1408.47,1328.38,1302.54,1284.27,1224.61,1305.97,1268.65,1319.56,1292.72,1304.69,1339.66
384.5000,1390.4,1311.69,1285.79,1267.9,1208.62,1289.26,1252.33,1303.06,1276.57,1288.24,1322.85
385.0000,1370.97,1293.11,1267.28,1249.95,1191.78,1271.06,1234.84,1284.7,1258.7,1270.52,1304.53
385.5000,1352.95,1276.61,1251.24,1233.08,1175.93,1254.83,1218.82,1268.07,1242.47,1254.08,1287.97
386.0000,1332.05,1256.92,1231.73,1213.43,1156.83,1234.74,1199.77,1248.75,1222.99,1234.41,1268.07
386.5000,1312.59,1237.9,1214.09,1195.95,1139.78,1216.4,1182.33,1231.21,1205.91,1216.45,1249.42
387.0000,1294.79,1220.89,1198,1179.64,1124.35,1199.73,1166.87,1215.07,1189.8,1200.25,1232.22
387.5000,1275.59,1202.52,1180.08,1162.24,1107.46,1182.49,1149.36,1196.57,1172.07,1182.17,1213.79
388.0000,1257.98,1186.24,1163.94,1146.52,1092.17,1166.63,1133.26,1180.35,1156.06,1165.44,1197.07
388.5000,1237.75,1165.62,1144.81,1127,1074.02,1147.19,1114.14,1160.64,1136.8,1145.69,1177.48
389.0000,1218.67,1147.03,1127.59,1109.65,1057.88,1129.36,1097.05,1143.08,1118.49,1128.7,1159.69
389.5000,1201.44,1130.37,1111.54,1093.7,1042.86,1113.74,1081.61,1126.83,1102.83,1112.6,1142.83
390.0000,1180.49,1110.84,1092.58,1074.35,1024.54,1094.73,1062.62,1107.19,1083.64,1093.55,1122.93
390.5000,1164.61,1096.54,1078.28,1060.71,1010.88,1080.51,1048.53,1092.67,1069.48,1078.95,1107.78
391.0000,1144.22,1077.79,1059.76,1041.73,992.94,1061.74,1030.24,1073.29,1050.55,1059.49,1088.66
391.5000,1125.79,1060.68,1042.47,1024.74,976.31,1044.8,1013.84,1056.19,1033.07,1042.46,1071.05
392.0000,1108.67,1045.29,1027.02,1009.37,962.104,1028.97,998.491,1041.11,1017.42,1026.6,1055.43
392.5000,1088.73,1026.34,1007.91,991.099,945.127,1010.62,980.597,1022.38,999.248,1008.49,1036.56
393.0000,1074.09,1012.69,993.781,977.387,932.074,996.863,966.65,1008.29,985.756,994.527,1022.72
393.5000,1054.6,994.178,975.696,959.618,914.98,978.34,948.951,990.301,967.804,976.369,1004.29
394.0000,1035.81,976.864,959.456,943.264,899.797,960.953,933.271,973.495,951.518,959.785,987.445
394.5000,1019.42,961.577,944.728,928.676,886.115,946.193,919,958.734,937.185,944.658,972.187
395.0000,1000,943.347,927.025,911.014,869.639,928.863,901.43,941.047,919.556,926.846,953.35
395.5000,982.768,927.397,911.301,895.344,854.04,912.997,885.856,924.659,904.067,911.284,937.238
396.0000,967.403,912.555,897.08,881.43,840.566,898.491,871.81,910.182,889.852,896.209,922.369
396.5000,949.215,895.487,880.161,863.925,824.407,882.155,855.298,892.726,872.958,879.31,905.054
397.0000,935.455,882.82,867.199,851.653,812.437,869.363,842.712,879.763,860.546,867.031,892.142
397.5000,917.018,865.709,850.725,835.02,796.879,852.418,826.247,862.542,844.149,850.188,874.615
398.0000,900.618,850.338,835.695,820.269,782.82,837.25,811.502,847.432,829.125,834.815,859.283
398.5000,885.955,836.294,822.141,806.848,769.855,823.447,798.111,833.041,815.597,821.077,845.271
399.0000,868.621,820.121,805.896,791.101,754.393,807.302,782.344,816.909,799.607,804.934,828.662
399.5000,852.676,805.198,791.644,777.082,740.534,792.143,768.492,802.118,785.043,790.185,813.715
400.0000,838.724,791.817,778.181,764.279,728.071,778.811,755.935,789.041,771.757,777.005,799.97
400.5000,824.582,778.611,765.117,751.025,716.023,765.971,742.892,775.962,758.691,763.938,786.844
401.0000,809.658,764.228,750.933,736.58,702.652,751.561,728.863,761.621,744.393,749.694,772.161
401.5000,793.789,748.912,735.653,722.291,688.542,736.201,713.898,746.379,729.322,734.315,756.357
402.0000,778.965,734.812,722.281,708.808,675.963,722.224,700.685,732.337,715.58,720.686,741.861
