XYDATA,BFII_lipid-000_12-11-25-1,BFII_lipid-005_12-11-25-1,BFII_lipid-010_12-11-25-1,BFII_lipid-015_12-11-25-1,BFII_lipid-020_12-11-25-1,BFII_lipid-025_12-11-25-1,BFII_lipid-030_12-11-25-1,BFII_lipid-035_12-11-25-1,BFII_lipid-040_12-11-25-1,BFII_lipid-045_12-11-25-1,BFII_lipid-050_12-11-25-1
351.5000,2042.68,2064.63,2074.85,2153.64,2090.8,2096.72,2067.22,2036.23,1997.02,1973.25,1935.3
352.0000,2047.24,2068.16,2078.69,2156.02,2093.18,2099.14,2068.84,2037.09,1997.28,1972.31,1934.63
352.5000,2050.39,2070.84,2081.56,2158.37,2093.87,2099.82,2069.49,2037.14,1996.96,1971.31,1933.53
353.0000,2053.96,2073.21,2083.96,2160.17,2094.65,2100.78,2069.4,2037.28,1996.7,1970.15,1931.91
353.5000,2056.28,2074.69,2085.65,2161.35,2095.29,2100.82,2068.25,2036.15,1995.32,1968.18,1929.79
354.0000,2057.72,2076.07,2086.71,2162.21,2095.01,2100.63,2066.97,2034.44,1992.68,1965.29,1926.82
354.5000,2058.33,2077.94,2087.78,2162.75,2093.89,2099.76,2065.02,2032.66,1990.04,1962.38,1923.77
355.0000,2058.75,2078.24,2087.96,2162.02,2092.94,2097.49,2063.34,2031.17,1987.44,1959.12,1920.44
355.5000,2059.08,2078,2087.39,2161.24,2091.8,2095.28,2061.71,2028.76,1983.98,1955.57,1916.65
356.0000,2058.97,2077.75,2086.55,2159.7,2090.13,2093.62,2058.94,2025.68,1980.46,1951.84,1912.89
356.5000,2057.97,2076.72,2084.56,2157.82,2087.6,2090.48,2055.76,2021.63,1976.37,1947.57,1907.78
357.0000,2056.5,2075.01,2082.12,2155.53,2084.98,2088.06,2051.43,2016.91,1971.76,1942.53,1902.64
357.5000,2054.74,2072.82,2078.97,2152.5,2081.77,2084.1,2047.61,2012.56,1967.44,1937.84,1897.18
358.0000,2052.08,2069.94,2074.66,2148.35,2077.23,2078.75,2042.72,2006.24,1962.24,1931.29,1890.6
358.5000,2048.04,2066.58,2070.69,2143.97,2072.22,2073.7,2037.26,2000.69,1956.7,1924.28,1883.83
359.0000,2044.94,2063.75,2066.71,2138.92,2067.51,2069.39,2032.58,1995.22,1951.45,1918.1,1878.65
359.5000,2041.09,2060.33,2061.37,2133.71,2061.49,2063.06,2026.33,1989.13,1944.83,1910.9,1871.3
360.0000,2037.48,2056.89,2056.16,2128.5,2056.18,2057.46,2020.52,1983.17,1938.7,1903.26,1864.16
360.5000,2032.74,2051.37,2051.02,2121.97,2049.88,2051.02,2012.76,1975.88,1931.03,1896.53,1856.07
361.0000,2028.46,2045.98,2045.9,2116.31,2043.57,2044.55,2006,1969.41,1924.57,1890.05,1848.38
361.5000,2021.95,2038.24,2038.8,2108.12,2036.34,2035.66,1998.12,1960.03,1915.85,1880.85,1838.87
362.0000,2015.75,2031.06,2031.17,2101.57,2028.07,2027.54,1990.12,1951.41,1907.41,1872.35,1830.28
362.5000,2009.71,2024.66,2024.81,2093.35,2019.99,2019.49,1983.13,1942.67,1899.05,1863.86,1822.22
363.0000,2002.37,2016.73,2016.35,2084.59,2011.51,2011.15,1973.56,1932.7,1889.09,1855.23,1812.39
363.5000,1995.44,2009.24,2008,2076.47,2003.15,2002.6,1964.61,1924.01,1879.93,1846.84,1803.21
364.0000,1986.58,2000.44,1998.98,2066.53,1993.33,1992.59,1954.88,1913.35,1869.73,1836.42,1793.69
364.5000,1978.98,1992.38,1990.14,2057.52,1983.73,1984.12,1946.02,1903.53,1860.72,1826.45,1783.8
365.0000,1968.31,1982.35,1979.41,2046.29,1972.18,1972.54,1933.85,1891.12,1849.28,1814.53,1771.91
365.5000,1958.13,1971.9,1969.56,2035.33,1961.41,1961.36,1922.64,1880.13,1838.13,1803.22,1760.45
366.0000,1949.17,1962.12,1959.58,2025.5,1950.95,1951.95,1911.88,1869.64,1827.39,1791.98,1749.65
366.5000,1938.5,1950.98,1947.92,2013.2,1939.1,1939.72,1899.65,1857.14,1815.75,1779.41,1738.12
367.0000,1928.38,1940.47,1937.27,2001.62,1927.97,1928.98,1887.73,1846.03,1804.66,1767.56,1727.04
367.5000,1915.35,1927.29,1924.65,1986.95,1914.27,1915.31,1872.96,1832.43,1790.26,1753.16,1713.45
368.0000,1903.81,1914.95,1912.73,1973.72,1901.27,1901.9,1859.63,1819.51,1776.71,1740.24,1700.66
368.5000,1892.8,1904.27,1900.97,1961.58,1889.33,1889.63,1847.61,1807.48,1764.55,1728.99,1688.32
369.0000,1880.52,1891.33,1887.63,1947.47,1875.67,1876,1834.31,1793.26,1750.69,1715.23,1674.85
369.5000,1869.14,1879.34,1874.87,1934.64,1862.24,1863.05,1821.45,1779.78,1737.44,1703.06,1662.14
370.0000,1855.04,1866.22,1860.38,1920.73,1848.01,1848.32,1807.15,1765.1,1723.26,1688.92,1648.18
370.5000,1841.98,1853.72,1846.77,1906.59,1835.2,1835.11,1793.43,1751.71,1709.94,1675.99,1635.06
371.0000,1826.71,1838.04,1830.75,1889.64,1818.6,1818.37,1777.31,1734.52,1693.46,1660.35,1619.63
371.5000,1812.22,1822.64,1815.73,1873.44,1802.73,1802.78,1762.47,1719.2,1678.28,1646.07,1604.55
372.0000,1799.06,1808.4,1802.07,1859.12,1788.54,1787.79,1747.66,1705.55,1664.61,1632.65,1590.17
372.5000,1783.81,1792.48,1786.03,1842.87,1773.13,1771.42,1731.86,1689.63,1649.2,1617.59,1574.47
373.0000,1769.48,1778.42,1770.89,1828.26,1758.39,1756.46,1717.04,1674.57,1634.79,1603.73,1560.17
373.5000,1751.91,1761.46,1752.67,1809.79,1739.96,1737.41,1698.39,1656.96,1617.63,1585.9,1542.32
374.0000,1735.26,1744.58,1736.21,1791.93,1722.38,1719.4,1681.82,1640.65,1601.65,1569.77,1526.6
374.5000,1719.82,1729.1,1721.07,1775.75,1706.43,1703.59,1666.34,1625.34,1586.69,1554.26,1512.38
375.0000,1703.34,1712.14,1704.11,1757.86,1688.92,1685.91,1649.02,1608.72,1569.91,1537.58,1495.85
375.5000,1687.76,1696.48,1688.56,1741.35,1672.94,1669.63,1633.15,1593.45,1554.67,1521.98,1480.65
376.0000,1669.01,1677.18,1669.05,1721.29,1653.48,1650.7,1613.78,1574.64,1535.97,1503.49,1462.69
376.5000,1651.89,1658.9,1651.34,1702.6,1635.31,1632.48,1595.81,1557.71,1517.89,1486.84,1445.22
377.0000,1635.37,1642.46,1635.47,1685.94,1618.72,1615.82,1578.8,1541.6,1501.2,1471.44,1429.35
377.5000,1617.33,1623.54,1617.82,1666.32,1600.42,1597.18,1560.44,1524.32,1483.94,1454.68,1412.33
378.0000,1600.61,1606.7,1600.82,1649.17,1583.53,1579.87,1543.62,1508.3,1468.3,1439.34,1396.79
378.5000,1580.51,1586.65,1580.09,1627.82,1563.25,1559.68,1523.69,1487.98,1448.24,1419.86,1377.85
379.0000,1562.03,1568.46,1560.86,1608.08,1544.37,1540.69,1504.96,1469.86,1430.42,1402.14,1360.45
379.5000,1545.17,1551.59,1543.37,1590.32,1526.2,1523.16,1487.55,1453.15,1414.18,1386.57,1345.05
380.0000,1526.19,1532.49,1523.91,1571.06,1507.33,1504.97,1469.02,1434.75,1396.67,1368.8,1327.24
380.5000,1509.34,1514.98,1506.7,1553.41,1489.72,1487.61,1452.04,1418.25,1380.66,1352.61,1311.17
381.0000,1488.58,1494.7,1485.38,1531.83,1469.6,1466.34,1431.96,1398.05,1360.93,1332.76,1292.33
381.5000,1469.72,1475.11,1466.89,1512.01,1450.19,1446.94,1413.58,1379.43,1342.8,1315.15,1274.79
382.0000,1453.14,1457.44,1449.56,1494.07,1432.39,1429.14,1396.19,1362.61,1326.64,1298.76,1258.69
382.5000,1434.23,1438.2,1430.47,1474.11,1413.28,1409.32,1376.54,1344.41,1307.95,1281.31,1241.6
383.0000,1417.62,1420.07,1412.62,1455.97,1395.79,1391.31,1359.5,1328.01,1290.91,1265.19,1225.56
383.5000,1397.17,1399.16,1390.18,1433.8,1375.74,1369.94,1339.26,1307.42,1270.97,1245.55,1206.35
384.0000,1378.37,1379.92,1371.03,1413.82,1356.65,1350.25,1320.17,1288.23,1253.02,1228.52,1188.66
384.5000,1360.86,1362.47,1354.03,1395.9,1339.45,1332.81,1303.19,1271.63,1235.97,1212.89,1172.48
385.0000,1341.98,1343.54,1334.15,1376.17,1320.62,1313.24,1284.5,1253.36,1217.96,1195.41,1155.11
385.5000,1325.11,1326.12,1316.28,1358.92,1303.45,1295.69,1267.77,1236.83,1201.44,1179.4,1139.46
386.0000,1304.11,1304.77,1294.91,1337.61,1282.81,1275.04,1247.27,1216.91,1182.21,1159.97,1120.35
386.5000,1285.02,1285.92,1276.01,1317.15,1263.66,1255.84,1228.93,1199.48,1164.34,1142.02,1103.09
387.0000,1267.01,1268.62,1258.92,1299.31,1246.7,1238.45,1212,1183.48,1148.58,1125.77,1087.74
387.5000,1248.02,1249.34,1240.18,1278.83,1227.97,1219.35,1193.34,1165.25,1130.57,1108.01,1070.75
388.0000,1231.34,1231.6,1222.91,1261.35,1210.94,1202.32,1177.12,1148.25,1114.43,1092.26,1056.03
388.5000,1211.36,1211.28,1203.19,1240.59,1189.59,1181.56,1156.66,1128.64,1095.53,1073.53,1036.98
389.0000,1192.6,1192.19,1184.12,1221.42,1171.19,1163.63,1138.54,1110.88,1077.5,1055.96,1020.67
389.5000,1175.9,1175.81,1167.05,1203.52,1154.62,1147.11,1122.24,1094.62,1061.84,1039.99,1005.6
390.0000,1155.54,1154.87,1146.56,1182.63,1134.81,1127.27,1102.96,1074.79,1042.93,1021.41,987.652
390.5000,1140.44,1139.33,1131.8,1166.58,1119.87,1112.21,1088.07,1060.73,1028.86,1007.51,974.029
391.0000,1121.18,1119.06,1111.97,1145.57,1099.89,1092.47,1068.9,1041.38,1010.71,989.245,956.462
391.5000,1103.2,1100.73,1094.05,1126.95,1081.55,1074.71,1051.12,1023.9,993.384,972.375,940.354
392.0000,1087,1083.94,1077.11,1110.77,1065.29,1059.22,1035.22,1008.46,977.777,957.801,925.608
392.5000,1067.61,1064.99,1057.44,1090.43,1045.44,1039.3,1016.06,989.891,959.802,940.556,908.43
393.0000,1052.79,1050.58,1043.11,1075.58,1030.94,1024.46,1002.07,975.737,946.112,927.344,895.913
393.5000,1034.3,1031.21,1023.38,1056.33,1012.24,1005.4,983.543,957.075,928.335,910.566,879.768
394.0000,1017.36,1013.26,1006.01,1037.75,994.834,987.722,966.733,940.396,912.294,894.745,864.204
394.5000,1001.98,997.457,990.207,1021.19,979.089,972.176,951.877,924.824,898.128,880.477,850.96
395.0000,982.97,978.722,970.962,1002.43,960.345,954.169,934.335,907.274,880.872,863.576,834.627
395.5000,965.977,961.724,953.886,984.764,943.503,937.473,917.868,891.27,864.852,848.153,820.666
396.0000,950.353,946.513,938.544,969.064,928.589,922.932,903.132,876.824,851.241,834.57,807.401
396.5000,932.434,928.441,919.972,950.553,910.403,904.383,885.841,860.178,834.448,818.271,791.996
397.0000,918.766,915.137,906.786,936.353,897.775,891.307,872.491,847.435,822.284,806.105,780.307
397.5000,900.882,897.662,889.091,917.678,880.214,874.069,855.079,830.816,806.033,789.429,764.911
398.0000,884.413,881.599,873.154,901.019,864.571,858.01,838.734,815.875,791.238,774.874,751.203
398.5000,869.827,866.929,858.527,886.114,849.693,843.486,824.578,802.458,777.838,761.745,738.567
399.0000,853.286,849.948,841.561,868.443,832.536,826.683,807.578,786.481,762.036,746.229,723.623
399.5000,837.346,834.386,826.087,852.456,817.469,811.908,792.776,772.434,747.755,732.53,710.321
400.0000,822.89,820.518,812.055,838.39,803.581,798.12,779.463,759.527,735.14,720.197,698.257
400.5000,809.064,806.883,798.615,823.951,790.027,784.615,766.218,746.246,722.702,707.956,686.077
401.0000,793.795,791.712,784.145,808.609,775.095,770.137,751.327,732.228,709,694.451,673.219
401.5000,777.952,775.626,768.465,792.54,758.589,754.38,736.496,716.775,694.427,680.204,659.193
402.0000,763.397,760.849,754.044,777.262,743.618,740.327,722.705,703.198,681.376,667.294,646.481
402.5000,750.222,747.917,740.686,763.661,730.456,727.599,710.519,690.988,669.699,655.616,635.165
403.0000,734.247,732.178,725.526,747.732,715.129,712.354,695.29,676.34,655.874,641.606,621.845
403.5000,720.272,718.167,711.761,733.298,701.37,698.487,682.016,662.961,643.458,629.574,609.909
404.0000,707.391,705.649,699.48,720.659,689.022,686.14,669.831,650.829,631.997,618.761,599.307
404.5000,695.124,693.086,687.245,708.092,677.231,674.374,658.236,639.046,620.331,607.889,588.839
405.0000,682.028,680.143,673.893,694.697,663.944,661.606,645.063,626.406,608.036,595.984,577.429
405.5000,667.768,665.442,659.616,680.164,649.327,647.642,631.083,613.993,595.595,583.376,565.114
406.0000,655.572,653.661,647.472,668.007,637.848,636.035,619.63,602.945,584.898,572.811,555.194
406.5000,642.386,640.926,634.904,654.718,625.591,623.187,607.293,591.259,573.405,561.553,544.234
407.0000,628.406,626.96,621.408,641.159,611.844,609.258,594.069,578.55,561.25,549.463,532.25
407.5000,615.972,615.204,608.832,628.515,599.195,597.175,582.068,567.003,550.221,538.778,521.455
408.0000,604.627,604.17,597.761,617.086,588.261,586.347,570.977,556.957,540.44,528.651,511.949
408.5000,591.19,591.139,584.382,603.696,575.696,573.994,558.683,544.63,528.355,517.331,500.741
409.0000,581.29,581.64,574.466,593.891,566.884,564.535,549.315,535.563,519.679,508.979,492.237
409.5000,568.75,568.751,561.742,580.894,554.371,552.294,537.379,523.863,508.271,497.829,481.615
410.0000,558.02,558.109,551.186,570.408,544.526,541.984,527.571,514.306,498.718,488.532,472.345
410.5000,546.781,546.836,540.061,558.915,533.442,531.122,516.826,504.07,488.637,478.617,462.315
411.0000,534.409,534.611,528.154,546.545,521.721,519.789,505.693,493.003,477.858,468.222,451.816
411.5000,524.174,525.012,518.716,536.755,512.237,510.133,496.155,484.082,468.735,459.203,443.236
412.0000,513.065,514.166,508.089,525.75,501.857,499.545,485.875,474.387,459.474,450.031,433.977
412.5000,501.475,502.509,496.63,513.976,490.891,488.702,474.921,463.827,449.258,440.173,424.11
413.0000,490.808,492.099,486.577,503.637,481.043,478.608,465.055,454.238,440.052,431.064,415.19
413.5000,481.798,482.941,477.929,494.223,471.963,469.701,456.206,445.645,431.519,422.733,407.412
414.0000,470.802,471.87,467.506,483.261,461.155,459.336,446.035,435.451,422.005,412.918,398.102
414.5000,462.924,464.053,459.372,475.268,453.273,451.438,438.701,427.978,414.796,406.088,391.442
415.0000,452.47,453.26,449.573,464.483,443.159,441.187,428.647,418.132,405.348,397.199,382.542
415.5000,444.001,444.706,440.961,455.861,434.884,432.876,420.461,410.094,397.583,389.976,375.043
416.0000,434.57,435.248,431.532,446.292,426.066,423.884,411.565,401.318,389.475,381.849,367.052
416.5000,424.783,425.104,421.947,436.04,416.457,414.52,402.007,391.986,380.818,373.414,358.866
417.0000,416.549,417.07,413.868,427.871,408.425,406.591,394.382,384.398,373.553,366.179,351.711
417.5000,407.602,408.059,405.125,419.004,399.707,398.065,386.28,376.245,365.54,358.097,343.905
418.0000,398.232,398.696,395.689,409.6,390.906,389.222,377.606,367.784,356.877,349.771,336.111
418.5000,390.617,390.959,388.003,401.948,383.456,381.938,370.652,360.954,350.211,343.093,329.765
419.0000,382.182,382.469,379.464,393.404,375.091,374.059,362.909,353.547,342.553,336.071,322.828
419.5000,373.359,373.491,370.599,384.512,366.543,365.172,354.16,345.561,334.738,328.351,315.4
420.0000,365.473,365.588,362.898,376.409,358.877,357.365,346.502,338.001,327.649,321.228,308.485
