XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
406.0000,1001.47,899.191,878.217,938.09,899.246,926.898,910.802,919.875,905.125,898.437,900.46
406.5000,982.779,881.86,861.875,920.184,882.431,909.254,893.61,902.698,887.984,882.073,884.063
407.0000,962.717,863.925,844.108,900.624,864.316,890.583,875.675,884.371,870.31,864.457,866.238
407.5000,944.796,847.864,828.173,883.766,848.528,873.776,859.638,867.659,854.483,848.641,849.905
408.0000,928.763,833.389,813.817,868.89,834.158,858.487,845.25,852.579,839.753,834.315,835.734
408.5000,909.592,815.968,797.636,851.317,816.751,840.454,827.66,835.171,822.551,816.891,818.468
409.0000,896.005,803.112,785.582,838.005,804.122,827.385,815.076,822.309,809.94,804.386,806.602
409.5000,877.726,785.917,769.541,820.47,787.562,809.977,798.363,805.09,793.422,787.778,789.86
410.0000,862.311,772.096,756.246,806.729,773.801,795.992,784.472,791.275,779.424,774.645,776.338
410.5000,845.264,757.066,741.681,791.46,759.019,780.61,769.488,776.19,764.316,760.213,761.403
411.0000,827.213,741.472,726.296,774.691,743.2,764.136,753.41,760.036,748.243,744.015,745.764
411.5000,812.748,728.406,713.526,760.989,729.945,750.623,740.066,746.609,735.151,731.181,732.2
412.0000,796.448,714.503,699.697,746.107,715.942,735.601,725.618,732.304,721.096,717.438,718.322
412.5000,779.635,699.29,684.788,730.258,700.627,719.944,709.926,716.28,705.567,702.246,703.3
413.0000,764.256,685.859,671.286,715.984,686.989,705.703,696.189,702.081,691.591,688.965,689.698
413.5000,749.989,673.905,659.065,703.729,675.278,692.865,683.59,689.619,679.044,676.621,677.869
414.0000,734.078,659.232,644.762,688.47,661.217,678.398,669.302,675.369,664.161,662.22,663.194
414.5000,722.043,648.551,634.049,677.661,650.307,667.074,658.297,664.503,653.452,651.804,653.101
415.0000,706.068,634.241,620.343,662.932,635.846,652.594,644.476,650.22,639.641,638.157,639.453
415.5000,693.872,622.645,609.03,650.657,624.223,641.238,633.199,638.545,628.164,627.083,628.427
