XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
360.5000,2395.82,2381.31,2335.3,2297.59,2255.76,2196.49,2203.43,2202.91,2196.26,2178.32,2154.88
361.0000,2390.02,2375.07,2330.45,2292.29,2249.56,2191.3,2198.69,2197.18,2191.51,2172.98,2149.33
361.5000,2381.98,2367.04,2322.31,2285.1,2242.79,2184.08,2191.29,2189.79,2184.38,2165.93,2142.71
362.0000,2374.68,2358.96,2314.75,2277.72,2235.46,2176.69,2184.19,2182.48,2177.24,2158.33,2135.76
362.5000,2368.07,2351.17,2307.16,2271.18,2228.6,2169.46,2177.96,2175.14,2170.96,2151.46,2129.43
363.0000,2359.59,2342.63,2298.96,2262.74,2220.74,2161.18,2169.38,2167.61,2163.25,2143.16,2121.3
363.5000,2351.55,2334.52,2291.16,2254.6,2212.69,2153.59,2161.83,2159.75,2155.68,2136.25,2113.89
364.0000,2341.43,2324.23,2281.93,2245.5,2202.58,2145.16,2152.82,2151.17,2146.96,2127.23,2104.92
364.5000,2332.07,2314.86,2273.81,2236.16,2193.28,2136.48,2144.53,2142.98,2137.95,2118.62,2096.47
365.0000,2320.14,2302.95,2262.01,2224.46,2181.64,2125.48,2133.55,2132.47,2126.38,2108.77,2085.33
365.5000,2308.6,2291.7,2251.51,2213.23,2171.09,2115.15,2122.77,2121.17,2116.2,2097.4,2075.66
366.0000,2297.7,2281.13,2240.75,2202.64,2160.84,2105.53,2113.03,2111.21,2107.16,2087.46,2066.14
366.5000,2285.19,2268.69,2229.04,2190.05,2149.17,2094.45,2100.89,2099.27,2096.24,2076.01,2055.21
367.0000,2272.87,2257.22,2217.37,2178.82,2138.48,2083.95,2090.42,2088.25,2085.63,2064.96,2044.64
367.5000,2258.15,2241.77,2202.88,2164.41,2124.42,2070.88,2077.05,2075.19,2072.26,2051.91,2031.39
368.0000,2244.2,2228.44,2189.18,2151,2111.36,2057.7,2064.52,2062.44,2060.07,2039.45,2018.07
368.5000,2231.37,2215.74,2175.81,2138.87,2099.31,2045.79,2052.34,2050.09,2048.16,2027.68,2006.24
369.0000,2215.87,2200.29,2161.32,2124.47,2085.02,2031.8,2039.07,2035.72,2034.46,2014.45,1993.23
369.5000,2202.17,2186.64,2148.22,2111.16,2071.79,2019,2025.86,2022.76,2021.97,2001.63,1981.62
370.0000,2186.18,2170.19,2132.57,2096.25,2056.92,2005.46,2011.12,2008.01,2007.59,1987.83,1967.42
370.5000,2171.56,2155.8,2117.84,2082.04,2042.6,1992.22,1997.61,1994.9,1993.85,1974.94,1954.29
371.0000,2153.56,2138.31,2099.76,2065.39,2025.46,1975.47,1980.87,1977.56,1977.83,1958.63,1938.18
371.5000,2136.47,2121.81,2083.42,2048.38,2009.66,1959.62,1964.37,1961.52,1962.08,1943.24,1922.11
372.0000,2120.6,2106.56,2067.7,2033.24,1994.34,1945.48,1949.62,1947.28,1947.25,1928.2,1907.63
372.5000,2102.8,2088.53,2049.65,2015.58,1977.61,1928.68,1934.18,1929.83,1930.15,1911.77,1891.26
373.0000,2086.09,2071.9,2033.41,1999.04,1961.69,1912.6,1919.88,1914.36,1914.7,1896.36,1876.63
373.5000,2066.07,2052.15,2014.11,1979.33,1942.17,1894.07,1900.12,1895.38,1896.26,1878.14,1858.05
374.0000,2046.47,2032.91,1995.04,1960.85,1924.08,1876.09,1882.2,1877.37,1878.54,1860.91,1840.88
374.5000,2028.8,2015.35,1977.91,1943.42,1907.2,1860.2,1866.09,1860.99,1862.94,1844.75,1824.77
375.0000,2009.37,1996.1,1958.09,1924.3,1888.81,1841.24,1847.95,1842.66,1844.78,1826.49,1807.21
375.5000,1990.94,1978.07,1940.6,1906.66,1870.88,1824.22,1830.81,1825.57,1827.84,1809.58,1790.78
376.0000,1969.13,1955.36,1918.22,1886.18,1849.34,1804.38,1810.72,1804.94,1807.51,1789.22,1770.85
376.5000,1948.15,1934.68,1898.1,1866.15,1829.98,1785.6,1791.52,1785.59,1788.92,1770.61,1752.21
377.0000,1928.88,1915.84,1880.08,1847.86,1812.38,1768.28,1774.36,1767.77,1771.84,1753.45,1734.69
377.5000,1908.35,1895.39,1859.73,1827.81,1792.23,1748.39,1754.41,1748.05,1752.58,1734.31,1715.47
378.0000,1889.34,1876.68,1840.87,1808.79,1773.93,1731.02,1736.81,1730.33,1734.82,1716.86,1698
378.5000,1865.72,1853.58,1818.12,1786.42,1752.34,1709.21,1714.48,1708.79,1713.29,1695.44,1677.34
379.0000,1844.11,1831.75,1796.44,1765.37,1732.23,1689.22,1694.1,1688.7,1693.4,1675.72,1658.48
379.5000,1824.71,1811.53,1777.43,1746.43,1713.6,1670.96,1676.29,1670.69,1674.71,1658,1640.06
380.0000,1802.56,1790.09,1756.14,1725.41,1693.61,1651.17,1655.89,1650.23,1654.44,1638.49,1620.27
380.5000,1782.29,1770.33,1736.3,1705.68,1675.08,1632.62,1637.28,1631.39,1635.88,1620.85,1601.61
381.0000,1757.75,1746.08,1712.68,1682.11,1652.37,1611.03,1614.94,1608.95,1613.33,1599.29,1580.33
381.5000,1735.76,1723.89,1690.24,1660.95,1631.6,1589.69,1593.94,1589.07,1592.81,1579.04,1560.38
