XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
404.5000,821.337,816.504,797.138,784.112,767.542,750.131,749.739,753.991,750.247,747.704,736.56
405.0000,805.593,800.532,781.72,768.804,752.996,735.75,735.427,739.318,735.955,733.542,722.145
405.5000,788.835,783.828,765.583,752.931,737.234,720.295,720.141,723.995,720.068,718.465,707.08
406.0000,774.948,769.861,752.124,739.44,723.938,707.868,707.392,711.298,707.104,705.605,695.027
406.5000,759.61,755.038,737.313,725.199,709.58,694.412,693.886,697.507,693.169,691.379,681.467
407.0000,743.302,738.722,721.988,709.406,693.945,679.088,679.092,682.473,678.273,676.968,666.639
407.5000,728.901,724.077,707.862,695.323,680.408,665.372,666.095,669.069,665.022,663.952,653.932
408.0000,715.882,711.099,695.2,682.909,668.29,653.314,654.351,656.985,653.371,652.38,641.972
408.5000,699.89,695.325,679.783,667.941,654.276,639.138,640.354,642.798,639.252,638.591,627.603
409.0000,688.25,683.773,668.484,656.8,643.508,628.772,629.539,632.05,628.688,628.286,617.525
409.5000,673.17,668.518,653.754,642.622,629.582,615.521,615.806,618.558,615.509,614.708,604.013
410.0000,660.53,655.881,641.868,631.107,617.99,604.131,604.482,607.062,604.368,603.813,593.036
410.5000,647.222,642.976,628.733,618.489,605.351,591.653,592.513,594.928,591.933,591.632,581.331
411.0000,632.727,629.096,614.782,604.775,592.136,578.74,579.466,581.627,579.134,577.912,568.618
411.5000,620.426,617.114,603.328,593.396,581.685,568.161,568.981,570.855,568.301,567.37,558.419
412.0000,607.355,604.021,590.779,581.574,570.015,556.844,557.714,558.968,556.758,555.961,547
412.5000,593.517,590.407,577.432,568.786,557.45,544.233,544.557,546.431,544.639,543.506,534.949
413.0000,581.268,577.951,565.827,557.211,546.068,532.854,533.47,534.949,533.535,531.825,524.143
413.5000,570.167,567.369,555.286,547.328,535.892,522.249,523.775,524.741,523.671,521.7,514.232
414.0000,557.291,554.164,542.93,535.09,523.631,510.57,512.206,512.686,512.114,510.084,503.209
414.5000,547.609,544.648,533.796,525.92,514.82,501.711,503.825,503.608,503.718,501.834,494.681
415.0000,535.132,531.877,522.158,514.056,503.157,490.674,492.646,491.71,492.505,490.589,483.591
415.5000,524.971,521.844,512.037,504.438,493.884,481.02,483.72,482.316,483.091,481.409,474.408
416.0000,513.801,510.976,500.991,493.898,483.602,471.257,473.731,472.36,473.442,471.601,464.53
416.5000,502.065,498.962,489.475,482.72,472.597,460.514,462.925,461.503,462.578,460.894,453.73
417.0000,492.288,489.51,480.019,473.343,463.511,451.623,453.938,452.82,453.709,451.995,445.276
417.5000,481.798,479.275,469.523,463.475,454.03,442.084,444.571,443.212,444.123,442.519,436.16
418.0000,470.824,468.549,458.808,452.74,443.798,432.011,434.552,433.141,434.21,432.174,426.675
418.5000,461.952,459.383,450.164,443.796,435.178,424.085,426.334,424.545,426.085,424.021,418.472
419.0000,451.903,449.442,440.645,434.362,425.797,415.362,417.46,415.727,417.13,415.068,409.968
419.5000,441.25,439.136,430.201,424.354,415.893,405.77,407.751,405.931,407.675,405.311,400.525
420.0000,431.738,429.491,421.126,415.438,407.017,397.115,399.032,397.273,398.95,396.461,392.109
420.5000,423.279,420.923,413.005,407.102,398.734,389.247,390.899,389.489,391.351,388.794,384.379
421.0000,413.601,411.026,403.173,397.796,389.513,380.424,382.011,380.323,382.445,380.078,375.492
421.5000,406.55,403.681,395.961,390.416,382.716,373.816,375.227,373.764,375.735,373.354,369.051
422.0000,396.986,394.551,386.373,380.69,373.855,364.783,366.814,364.964,366.692,364.572,360.658
422.5000,387.544,385.192,377.355,372.041,364.839,355.81,358.112,356.404,358.051,356.068,352.165
423.0000,380.552,378.522,370.459,365.366,358.443,349.71,351.83,350.096,351.728,349.809,345.872
423.5000,371.169,369.562,361.682,356.762,349.876,341.536,343.674,342.079,343.637,341.603,337.624
424.0000,363.759,362.089,354.783,349.685,342.93,334.847,336.795,335.43,336.82,334.949,330.928
424.5000,356.109,354.327,347.028,342.266,335.615,327.462,329.495,328.245,329.564,327.604,324.135
425.0000,347.557,345.741,338.436,334.279,327.709,320.047,321.513,320.512,321.775,319.691,316.538
425.5000,340.726,338.843,331.55,327.421,321.223,313.617,314.921,313.903,315.41,313.255,310.363
426.0000,333.26,331.252,324.223,320.303,314.07,306.788,308.1,306.891,308.411,306.531,303.663
426.5000,325.446,323.444,316.45,312.716,306.556,299.404,300.982,299.618,301.279,299.339,296.387
427.0000,319.11,317.057,310.351,306.535,300.463,293.377,295.143,293.663,295.279,293.372,290.561
427.5000,312.051,310.157,303.765,299.866,293.703,286.956,288.855,287.412,288.725,286.633,284.291
428.0000,304.568,302.687,296.32,292.597,286.878,280.047,281.691,280.187,282.289,279.709,277.194
428.5000,298.474,296.531,290.374,286.788,281.181,274.525,276.125,274.643,276.677,274.253,271.651
429.0000,292.016,289.927,284.075,280.42,274.985,268.435,269.98,268.447,270.637,268.251,265.561
429.5000,284.825,283.107,277.357,273.529,268.481,261.605,263.544,262.086,264.016,261.898,259.553
430.0000,279.115,277.364,271.865,268.013,262.976,256.309,258.526,256.878,258.84,256.761,254.326
430.5000,273.008,271.21,265.615,262.194,257.238,250.686,252.874,251.163,253.051,251.167,248.673
431.0000,266.47,264.287,259.132,255.568,251.092,244.82,246.542,244.971,246.674,245.093,242.78
431.5000,261.048,259.019,254.068,250.328,246.071,240.024,241.392,240.258,241.723,240.176,237.816
432.0000,255.271,253.084,248.467,244.708,240.599,234.835,235.831,234.944,236.144,234.861,232.635
432.5000,248.99,247.179,242.311,238.575,234.761,228.889,230.003,229.393,230.37,229.14,226.879
433.0000,243.881,242.072,237.493,233.622,229.885,224.528,225.381,224.805,225.723,224.352,222.123
433.5000,238.424,236.653,232.206,228.411,224.814,219.313,220.188,219.826,220.186,219.354,217.239
434.0000,232.586,230.947,226.699,222.883,219.461,214.05,214.965,214.3,214.998,213.93,212.022
434.5000,227.914,226.094,222.218,218.499,215.118,209.804,210.644,210.08,210.822,209.656,207.524
435.0000,222.662,220.694,217.123,213.547,210.149,205.179,205.818,205.377,206.1,205.006,202.838
435.5000,217.094,215.046,211.702,208.427,204.837,200.348,200.636,200.259,201.073,200.12,197.784
436.0000,212.533,210.484,207.351,204.203,200.837,196.008,196.5,196.106,196.864,196.121,193.725
436.5000,207.639,205.786,202.587,199.531,196.243,191.564,191.921,191.497,192.304,191.677,189.29
437.0000,202.486,200.624,197.805,194.772,191.56,187.018,187.269,186.937,187.434,187.085,184.797
437.5000,198.414,196.546,193.672,190.76,187.699,183.128,183.53,183.108,183.791,183.294,181.12
438.0000,194.012,192.377,189.126,186.702,183.525,179.195,179.621,179.042,179.81,179.365,177.048
438.5000,189.074,187.489,184.533,182.073,179.004,174.763,175.183,174.679,175.547,174.817,172.705
439.0000,184.956,183.675,180.866,178.43,175.378,171.272,171.54,171.174,172.007,171.312,169.061
439.5000,180.583,179.318,176.991,174.595,171.33,167.525,167.452,167.199,168.219,167.353,165.335
440.0000,176.16,175.043,172.601,170.058,167.1,163.418,163.247,163.009,164.049,163.144,161.477
440.5000,172.567,171.356,169.189,166.614,163.752,160.077,159.809,159.547,160.883,159.651,158.308
441.0000,168.713,167.498,165.286,162.739,160.074,156.374,156.035,155.789,157.214,155.969,154.868
441.5000,164.521,163.249,161.006,158.994,156.19,152.463,152.307,151.745,153.478,152.21,151.287
442.0000,160.888,159.94,157.805,155.634,152.995,149.344,149.258,148.722,150.372,148.994,148.125
442.5000,157.218,156.238,154.34,151.948,149.413,145.887,145.959,145.322,147.036,145.559,144.677
443.0000,153.31,152.391,150.673,148.381,145.718,142.572,142.36,141.972,143.297,141.904,141.132
443.5000,150.162,149.19,147.721,145.297,142.682,139.526,139.36,139.058,140.405,138.786,138.44
444.0000,146.73,145.589,144.148,141.642,139.194,135.992,135.908,135.896,137.021,135.266,135.13
444.5000,143.073,142.168,140.794,138.297,135.963,132.8,132.682,132.788,133.479,132.04,131.841
445.0000,139.36,138.683,137.278,134.734,132.717,129.67,129.359,129.479,130.25,128.777,128.644
445.5000,136.584,135.785,134.52,131.965,129.973,127.101,126.695,126.764,127.477,126.328,125.989
446.0000,133.441,132.726,131.401,129.054,126.904,124.132,123.793,123.937,124.56,123.604,122.942
446.5000,130.273,129.471,128.048,125.817,123.585,121.066,120.797,120.985,121.609,120.404,120.048
447.0000,127.529,126.677,125.369,123.311,120.914,118.629,118.369,118.367,119.218,117.869,117.545
447.5000,124.68,123.895,122.432,120.477,118.209,115.837,115.632,115.41,116.361,114.991,114.834
448.0000,121.425,120.76,119.374,117.397,115.022,113.001,112.785,112.572,113.664,112.177,111.89
448.5000,118.826,118.322,116.986,114.897,112.742,110.577,110.371,110.265,111.295,109.763,109.418
449.0000,115.959,115.433,114.159,112.497,110.019,108.049,108.022,107.659,108.674,107.299,106.888
449.5000,113.022,112.666,111.244,109.819,107.2,105.255,105.274,105.085,106,104.64,104.289
450.0000,110.563,110.448,108.961,107.604,104.998,103.18,103.05,103.026,103.704,102.486,102.31
