TRP_nolipid
""
WAVELENGTH	FLUORESCENCE
300.0	102.60066986083984
300.5	110.40079498291016
301.0	119.02335357666016
301.5	126.99732208251953
302.0	138.6360626220703
302.5	152.12020874023438
303.0	165.27293395996094
303.5	180.02084350585938
304.0	194.62461853027344
304.5	210.9248504638672
305.0	229.92982482910156
305.5	244.7818145751953
306.0	265.5029602050781
306.5	281.4792175292969
307.0	303.7544860839844
307.5	321.10009765625
308.0	345.4339599609375
308.5	368.571044921875
309.0	390.64404296875
309.5	415.7806396484375
310.0	438.9585876464844
310.5	463.4625549316406
311.0	490.9091796875
311.5	517.1948852539062
312.0	546.501708984375
312.5	573.984619140625
313.0	604.8496704101562
313.5	633.9925537109375
314.0	666.6154174804688
314.5	703.4146728515625
315.0	731.2822875976562
315.5	768.7081909179688
316.0	797.5006103515625
316.5	837.24560546875
317.0	873.8200073242188
317.5	907.5317993164062
318.0	941.5961303710938
318.5	979.332275390625
319.0	1014.4993286132812
319.5	1053.7861328125
320.0	1089.817138671875
320.5	1130.14013671875
321.0	1174.1641845703125
321.5	1207.529541015625
322.0	1252.7032470703125
322.5	1287.5396728515625
323.0	1333.3134765625
323.5	1375.9517822265625
324.0	1414.8553466796875
324.5	1454.5711669921875
325.0	1497.80078125
325.5	1537.44873046875
326.0	1581.1707763671875
326.5	1620.4720458984375
327.0	1663.5765380859375
327.5	1711.103759765625
328.0	1746.8853759765625
328.5	1794.0255126953125
329.0	1829.2237548828125
329.5	1876.0281982421875
330.0	1915.6278076171875
330.5	1958.555908203125
331.0	1996.7918701171875
331.5	2038.6138916015625
332.0	2076.4921875
332.5	2117.34130859375
333.0	2161.546630859375
333.5	2195.040283203125
334.0	2237.633544921875
334.5	2272.160888671875
335.0	2309.83984375
335.5	2343.7470703125
336.0	2381.641845703125
336.5	2415.0302734375
337.0	2450.7529296875
337.5	2488.15673828125
338.0	2516.268310546875
338.5	2551.711181640625
339.0	2581.07568359375
339.5	2612.508544921875
340.0	2640.6845703125
340.5	2669.750732421875
341.0	2696.11279296875
341.5	2723.592529296875
342.0	2753.02490234375
342.5	2774.820068359375
343.0	2803.074951171875
343.5	2824.599853515625
344.0	2847.6328125
344.5	2868.3359375
345.0	2890.119873046875
345.5	2908.49169921875
346.0	2928.2529296875
346.5	2948.28271484375
347.0	2964.47802734375
347.5	2980.99755859375
348.0	2994.08203125
348.5	3008.338623046875
349.0	3020.552490234375
349.5	3033.422119140625
350.0	3045.15966796875
350.5	3054.398681640625
351.0	3063.946533203125
351.5	3071.8916015625
352.0	3080.82958984375
352.5	3088.278076171875
353.0	3095.277587890625
353.5	3100.5185546875
354.0	3104.787841796875
354.5	3108.437255859375
355.0	3111.434814453125
355.5	3114.563720703125
356.0	3115.57666015625
356.5	3116.54443359375
357.0	3116.89599609375
357.5	3116.594970703125
358.0	3114.385498046875
358.5	3112.09521484375
359.0	3109.181640625
