TRP_lipid
""
WAVELENGTH	FLUORESCENCE
300.0	96.15077209472656
300.5	103.49050903320312
301.0	111.73961639404297
301.5	119.47264862060547
302.0	130.45729064941406
302.5	143.54440307617188
303.0	156.10719299316406
303.5	170.40841674804688
304.0	184.10467529296875
304.5	199.6876678466797
305.0	217.8255157470703
305.5	232.04296875
306.0	251.8668975830078
306.5	267.46087646484375
307.0	289.04766845703125
307.5	305.9101257324219
308.0	329.2744140625
308.5	351.423583984375
309.0	372.1973571777344
309.5	396.02288818359375
310.0	418.75848388671875
310.5	442.33050537109375
311.0	468.96771240234375
311.5	493.9980163574219
312.0	521.9935913085938
312.5	548.3343505859375
313.0	578.1370849609375
313.5	606.0595703125
314.0	637.3739013671875
314.5	671.9027099609375
315.0	698.2847290039062
315.5	734.5808715820312
316.0	762.55224609375
316.5	800.4682006835938
317.0	835.8717041015625
317.5	868.6304931640625
318.0	901.8427734375
318.5	938.6347045898438
319.0	972.0972900390625
319.5	1009.4690551757812
320.0	1044.4832763671875
320.5	1082.5830078125
321.0	1124.89208984375
321.5	1156.4998779296875
322.0	1199.6619873046875
322.5	1232.4105224609375
323.0	1276.5045166015625
323.5	1317.3192138671875
324.0	1354.875244140625
324.5	1392.1427001953125
325.0	1433.5582275390625
325.5	1470.8955078125
326.0	1512.4493408203125
326.5	1550.964599609375
327.0	1592.27294921875
327.5	1638.3907470703125
328.0	1672.6221923828125
328.5	1717.8656005859375
329.0	1751.4134521484375
329.5	1797.2200927734375
330.0	1834.724853515625
330.5	1875.9346923828125
331.0	1913.17626953125
331.5	1953.3782958984375
332.0	1989.8116455078125
332.5	2029.61376953125
333.0	2071.94482421875
333.5	2103.70458984375
334.0	2143.985107421875
334.5	2177.114013671875
335.0	2213.526123046875
335.5	2245.93505859375
336.0	2281.003173828125
336.5	2311.51123046875
337.0	2345.777587890625
337.5	2381.82275390625
338.0	2408.037109375
338.5	2443.69384765625
339.0	2472.430419921875
339.5	2503.5380859375
340.0	2529.629638671875
340.5	2558.04052734375
341.0	2583.443603515625
341.5	2610.88818359375
342.0	2638.092041015625
342.5	2658.84423828125
343.0	2684.882080078125
343.5	2706.314697265625
344.0	2728.916015625
344.5	2748.177001953125
345.0	2768.692626953125
345.5	2786.32763671875
346.0	2804.806396484375
346.5	2824.845703125
347.0	2840.058837890625
347.5	2855.46875
348.0	2868.6494140625
348.5	2882.392822265625
349.0	2893.1865234375
349.5	2905.009765625
350.0	2917.09375
350.5	2926.49658203125
351.0	2936.099853515625
351.5	2943.834228515625
352.0	2951.627197265625
352.5	2958.03173828125
353.0	2963.915283203125
353.5	2968.787353515625
354.0	2973.640380859375
354.5	2977.8740234375
355.0	2980.530517578125
355.5	2982.923828125
356.0	2983.652099609375
356.5	2983.447998046875
357.0	2982.927734375
357.5	2981.858154296875
358.0	2980.37109375
358.5	2978.055419921875
359.0	2974.312255859375
359.5	2970.437744140625
360.0	2966.476806640625
360.5	2961.4375
361.0	2956.1708984375
361.5	2949.384765625
362.0	2941.373046875
362.5	2933.829345703125
363.0	2925.251708984375
363.5	2916.488525390625
364.0	2906.064697265625
364.5	2895.568359375
365.0	2883.25927734375
365.5	2871.01708984375
366.0	2859.71923828125
366.5	2846.904052734375
367.0	2834.32275390625
367.5	2817.952392578125
368.0	2802.483154296875
368.5	2787.848876953125
369.0	2771.357177734375
369.5	2755.326171875
370.0	2737.8076171875
370.5	2721.42236328125
371.0	2701.370361328125
371.5	2681.47265625
372.0	2662.850341796875
372.5	2642.419677734375
373.0	2623.44970703125
373.5	2600.0673828125
374.0	2578.198974609375
374.5	2557.906982421875
375.0	2535.3955078125
375.5	2514.53564453125
376.0	2489.703125
376.5	2465.382568359375
377.0	2443.95654296875
377.5	2419.302490234375
378.0	2396.807373046875
378.5	2369.0615234375
379.0	2343.279052734375
379.5	2320.421142578125
380.0	2294.770751953125
380.5	2271.7353515625
381.0	2243.58740234375
381.5	2217.62890625
382.0	2193.582275390625
382.5	2167.207275390625
383.0	2143.17724609375
383.5	2113.683349609375
384.0	2086.386474609375
384.5	2062.20947265625
385.0	2035.81884765625
385.5	2011.701416015625
386.0	1982.609619140625
386.5	1955.9486083984375
387.0	1931.474853515625
387.5	1905.2650146484375
388.0	1880.95556640625
388.5	1851.0445556640625
389.0	1823.6015625
389.5	1799.31201171875
390.0	1771.112548828125
390.5	1749.5
391.0	1721.1273193359375
391.5	1695.18994140625
392.0	1671.2177734375
392.5	1642.54443359375
393.0	1620.828369140625
393.5	1593.170654296875
394.0	1567.970458984375
394.5	1545.6651611328125
395.0	1518.317138671875
395.5	1494.16943359375
396.0	1472.206787109375
396.5	1446.0885009765625
397.0	1425.5782470703125
397.5	1398.4837646484375
398.0	1375.1048583984375
398.5	1353.439697265625
399.0	1327.8551025390625
399.5	1305.1612548828125
400.0	1284.4085693359375
400.5	1264.00048828125
401.0	1241.6981201171875
401.5	1218.085693359375
402.0	1195.9212646484375
402.5	1175.4149169921875
403.0	1152.284423828125
403.5	1131.200927734375
404.0	1112.37158203125
404.5	1093.7025146484375
405.0	1073.5390625
405.5	1051.6544189453125
406.0	1034.0360107421875
406.5	1014.8950805664062
407.0	994.3304443359375
407.5	975.310302734375
408.0	958.7579345703125
408.5	938.3541870117188
409.0	923.445068359375
409.5	904.2583618164062
410.0	888.4383544921875
410.5	871.40625
411.0	852.8025512695312
411.5	837.4384155273438
412.0	820.5675048828125
412.5	803.1913452148438
413.0	787.5148315429688
413.5	773.0419311523438
414.0	756.5118408203125
414.5	744.5530395507812
415.0	728.6964721679688
415.5	715.4984741210938
416.0	701.0144653320312
416.5	685.92333984375
417.0	673.3011474609375
417.5	659.5447387695312
418.0	644.5703125
418.5	632.4334106445312
419.0	619.544189453125
419.5	605.9005737304688
420.0	594.4407958984375
420.5	583.287841796875
421.0	569.9949340820312
421.5	560.2191162109375
422.0	547.3692626953125
422.5	535.132080078125
423.0	526.1427001953125
423.5	514.2056884765625
424.0	504.5457458496094
424.5	494.0325012207031
425.0	483.22027587890625
425.5	473.5899658203125
426.0	463.51361083984375
426.5	452.695556640625
427.0	443.9718322753906
427.5	434.4517822265625
428.0	424.427490234375
428.5	416.08123779296875
429.0	407.1988830566406
429.5	398.010986328125
430.0	390.2769470214844
430.5	381.1858215332031
431.0	371.977294921875
431.5	364.59832763671875
432.0	356.4793395996094
432.5	348.20892333984375
433.0	341.51165771484375
433.5	334.2396240234375
434.0	326.248291015625
434.5	319.9180908203125
435.0	312.93170166015625
435.5	305.4418640136719
436.0	299.421142578125
436.5	292.71551513671875
437.0	285.6769714355469
437.5	279.8857116699219
438.0	273.7197265625
438.5	267.3050842285156
439.0	262.05291748046875
439.5	256.34490966796875
440.0	250.1574249267578
440.5	244.88247680664062
441.0	239.41171264648438
441.5	233.4832000732422
442.0	228.8482666015625
442.5	223.58187866210938
443.0	218.22125244140625
443.5	213.9864044189453
444.0	209.2130584716797
444.5	204.55349731445312
445.0	199.74119567871094
445.5	195.40933227539062
446.0	190.76710510253906
446.5	186.27243041992188
447.0	182.21926879882812
447.5	177.86734008789062
448.0	173.7292938232422
448.5	170.2279510498047
449.0	166.16888427734375
449.5	162.11880493164062
450.0	158.78225708007812
